Title ,PMID,Point,MNCS,Rank,Percent,Year ,Journal
Alteration of brain functional network at rest and in response to YMCA physical stress test in concu,21255654,1547,1.79,1529,87%,2011,NEUROIMAGE
"Functional heterogeneity of conflict, error, task-switching, and unexpectedness effects within media",20728547,1548,1.79,1529,87%,2011,NEUROIMAGE
fMRI evidence of neural abnormalities in the subcortical face processing system in ASD,20656041,1549,1.79,1529,87%,2011,NEUROIMAGE
Frontal alpha oscillations distinguish leaders from followers: Multivariate decoding of mutually int,24631790,1550,1.79,1529,87%,2014,NEUROIMAGE
BNST neurocircuitry in humans,24444996,1551,1.79,1529,87%,2014,NEUROIMAGE
Testing the stimulus-to-response bridging function of the oddball-P3 by delayed response signals and,24960419,1552,1.79,1529,87%,2014,NEUROIMAGE
Functional brain network analysis using minimum spanning trees in Multiple Sclerosis: An MEG source-,24161625,1553,1.79,1529,87%,2014,NEUROIMAGE
Hippocampal volume change measurement: Quantitative assessment of the reproducibility of expert manu,24521851,1554,1.79,1529,87%,2014,NEUROIMAGE
"Measuring temporal, spectral and spatial changes in electrophysiological brain network connectivity",24418505,1555,1.79,1529,87%,2014,NEUROIMAGE
Epilepsy surgery outcome and functional network alterations in longitudinal MEG: A minimum spanning,24128736,1556,1.79,1529,87%,2014,NEUROIMAGE
Encoding of event timing in the phase of neural oscillations,24531044,1557,1.79,1529,87%,2014,NEUROIMAGE
Compensatory recruitment after sleep deprivation and the relationship with performance,16263248,1558,1.79,1529,87%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Changes in regional cerebral blood flow by therapeutic vagus nerve stimulation in depression: An exp,16043331,1559,1.79,1529,87%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Brain structure and function correlates of cognitive subtypes in schizophrenia,26341950,1560,1.784037559,1560,87%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Psychopathic traits in adolescents are associated with higher structural connectivity,26272037,1561,1.784037559,1560,87%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Assessing effects of prenatal alcohol exposure using group-wise sparse representation of fMRI data,26195294,1562,1.784037559,1560,87%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Functional Significance of Retrieval-Related Activity in Lateral Parietal Cortex: Evidence From fMRI,18649352,1563,1.78,1563,87%,2009,HUMAN BRAIN MAPPING
Structural Neuroplasticity in the Sensorimotor Network of Professional Female Ballet Dancers,20024944,1564,1.78,1563,87%,2010,HUMAN BRAIN MAPPING
Opposing Effects of Oxytocin on Moral judgment in Males and Females,25094043,1565,1.78,1563,87%,2014,HUMAN BRAIN MAPPING
Increased Resting State Functional Connectivity in the Default Mode Network in Recovered Anorexia Ne,23033154,1566,1.78,1563,87%,2014,HUMAN BRAIN MAPPING
Association of rs1006737 in CACNA1C With Alterations in Prefrontal Activation and Fronto-Hippocampal,23404764,1567,1.78,1563,87%,2014,HUMAN BRAIN MAPPING
Deformation-based morphometry of brain changes in alcohol dependence and abstinence,17127079,1568,1.78,1563,87%,2007,NEUROIMAGE
Focal cortical atrophy in multiple sclerosis: Relation to lesion load and disability,17112743,1569,1.78,1563,87%,2007,NEUROIMAGE
Default mode network connectivity during task execution,26220743,1570,1.78,1563,87%,2015,NEUROIMAGE
Mapping the mouse brain with rs-fMRI: An optimized pipeline for functional network identification,26296501,1571,1.78,1563,87%,2015,NEUROIMAGE
Automated model selection in covariance estimation and spatial whitening of MEG and EEG signals,25541187,1572,1.78,1563,87%,2015,NEUROIMAGE
The impact of gradient strength on in vivo diffusion MRI estimates of axon diameter,25498429,1573,1.78,1563,87%,2015,NEUROIMAGE
Neural correlates of the happy life: The amplitude of spontaneous low frequency fluctuations predict,25463465,1574,1.78,1563,87%,2015,NEUROIMAGE
Reduced ventral anterior cingulate and amygdala volumes in medication-naive females with major depre,17825533,1575,1.77956372,1575,87%,2007,PSYCHIATRY RESEARCH-NEUROIMAGING
Cortical thickness analysis in autism with heat kernel smoothing,15850743,1576,1.77,1576,87%,2005,NEUROIMAGE
Structural brain abnormalities in borderline personality disorder: A voxel-based morphometry study,19019636,1577,1.769371568,1577,87%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Neuroanatomical correlates of neurological soft signs in antipsychotic-naive schizophrenia,19019637,1578,1.769371568,1577,87%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
A comparison of label-based review and ALE meta-analysis in the stroop task,15846823,1579,1.76,1579,87%,2005,HUMAN BRAIN MAPPING
Distributed current estimates using cortical orientation constraints,16082624,1580,1.76,1579,87%,2006,HUMAN BRAIN MAPPING
Test-retest reliability of freesurfer measurements within and between sites: Effects of visual appro,26033168,1581,1.76,1579,87%,2015,HUMAN BRAIN MAPPING
Social Cognition and the Cerebellum: A Meta-Analytic Connectivity Analysis,26419890,1582,1.76,1579,87%,2015,HUMAN BRAIN MAPPING
Disrupted functional connectivity of cerebellar default network areas in attention-deficit/hyperacti,26109476,1583,1.76,1579,87%,2015,HUMAN BRAIN MAPPING
Multicenter Mapping of Structural Network Alterations in Autism,25727858,1584,1.76,1579,87%,2015,HUMAN BRAIN MAPPING
Interpreting scan data acquired from multiple scanners: A study with Alzheimer's disease,18032068,1585,1.76,1579,87%,2008,NEUROIMAGE
Stereotaxic probabilistic maps of the magnocellular cell groups in human basal forebrain,18585468,1586,1.76,1579,87%,2008,NEUROIMAGE
Reduced cortical thickness in hippocampal subregions among cognitively normal apolipoprotein E e4 ca,18486492,1587,1.76,1579,87%,2008,NEUROIMAGE
Long-term global and regional brain volume changes following severe traumatic brain injury: A longit,18804539,1588,1.76,1579,87%,2009,NEUROIMAGE
MRI estimates of brain iron concentration in normal aging: Comparison of field-dependent (FDRI) and,19442747,1589,1.76,1579,87%,2009,NEUROIMAGE
The integration of large-scale neural network modeling and functional brain imaging in speech motor,19837177,1590,1.76,1579,87%,2010,NEUROIMAGE
Combining shape and connectivity analysis: An MRI study of thalamic degeneration in Alzheimer's dise,19744568,1591,1.76,1579,87%,2010,NEUROIMAGE
Measurement of hippocampal atrophy using 4D graph-cut segmentation: Application to ADNI,20382238,1592,1.76,1579,87%,2010,NEUROIMAGE
Area-specific modulation of neural activation comparing escitalopram and citalopram revealed by phar,19833214,1593,1.76,1579,87%,2010,NEUROIMAGE
Anatomical atlas-guided diffuse optical tomography of brain activation,19643185,1594,1.76,1579,87%,2010,NEUROIMAGE
Growth of language-related brain areas after foreign language learning,22750568,1595,1.76,1579,87%,2012,NEUROIMAGE
LABEL: Pediatric brain extraction using learning-based meta-algorithm,22634859,1596,1.76,1579,87%,2012,NEUROIMAGE
"Cortical activation during executed, imagined, observed, and passive wrist movements in healthy volu",22584231,1597,1.76,1579,87%,2012,NEUROIMAGE
Hoarding disorder and obsessive-compulsive disorder show different patterns of neural activity durin,24389161,1598,1.752921536,1598,87%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Effects of serotonin-2A receptor binding and gender on personality traits and suicidal behavior in b,24751216,1599,1.752921536,1598,87%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
"Impulsivity, aggression and brain structure in high and low lethality suicide attempters with border",24656768,1600,1.752921536,1598,87%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Supplementary motor area (SMA) volume is associated with psychotic aberrant motor behaviour of patie,24853647,1601,1.752921536,1598,87%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Prefrontal cortex activity is reduced in gambling and nongambling substance users during decision-ma,17274020,1602,1.75,1602,87%,2007,HUMAN BRAIN MAPPING
Structural and Functional MRI Correlates of Stroop Control in Benign MS,18041737,1603,1.75,1602,87%,2009,HUMAN BRAIN MAPPING
The SRI24 Multichannel Atlas of Normal Adult Human Brain Structure,20017133,1604,1.75,1602,87%,2010,HUMAN BRAIN MAPPING
Emotion Triggers Executive Attention: Anterior Cingulate Cortex and Amygdala Responses to Emotional,20715084,1605,1.75,1602,87%,2011,HUMAN BRAIN MAPPING
Brain structural trajectories over the adult lifespan,21898677,1606,1.75,1602,87%,2012,HUMAN BRAIN MAPPING
Resting state basal ganglia network in idiopathic generalized epilepsy,21520351,1607,1.75,1602,87%,2012,HUMAN BRAIN MAPPING
The relationship between regional and inter-regional functional connectivity deficits in schizophren,21922601,1608,1.75,1602,87%,2012,HUMAN BRAIN MAPPING
"Cerebral lateralization of praxis in right- and left-handedness: Same pattern, different strength",21500314,1609,1.75,1602,87%,2012,HUMAN BRAIN MAPPING
Comprehensive Morphometry of Subcortical Grey Matter Structures in Early-Stage Parkinson's Disease,23861334,1610,1.75,1602,87%,2014,HUMAN BRAIN MAPPING
Longitudinal stability of MRI for mapping brain change using tensor-based morphometry,16480900,1611,1.75,1602,87%,2006,NEUROIMAGE
Gender difference analysis of cortical thickness in healthy young adults with surface-based methods,16426865,1612,1.75,1602,87%,2006,NEUROIMAGE
The creation of a brain atlas for image guided neurosurgery using serial histological data,16406816,1613,1.75,1602,87%,2006,NEUROIMAGE
Cortical abnormalities in bipolar disorder investigated with MRI and voxel-based morphometry,16256376,1614,1.75,1602,87%,2006,NEUROIMAGE
Robust detection of ocular dominance columns in humans using Hahn Spin Echo BOLD functional MRI at 7,17702606,1615,1.75,1602,87%,2007,NEUROIMAGE
Spatio-temporal point-spread function of fMRI signal in human gray matter at 7 Tesla,17306989,1616,1.75,1602,87%,2007,NEUROIMAGE
In praise of tedious anatomy,17870621,1617,1.75,1602,87%,2007,NEUROIMAGE
Age-associated reductions in cerebral blood flow are independent from regional atrophy,21167947,1618,1.75,1602,87%,2011,NEUROIMAGE
Local and global inhibition in bilingual word production: fMRI evidence from Chinese-English bilingu,21440072,1619,1.75,1602,87%,2011,NEUROIMAGE
Dynamic modeling of neuronal responses in fMRI using cubature Kalman filtering,21396454,1620,1.75,1602,87%,2011,NEUROIMAGE
Developmental influences on the neural bases of responses to social rejection: Implications of socia,20923708,1621,1.75,1602,87%,2011,NEUROIMAGE
Evidence of disrupted functional connectivity in the brain after combat-related blast injury,20851190,1622,1.75,1602,87%,2011,NEUROIMAGE
Detection of amyloid plaques targeted by USPIO-A beta 1-42 in Alzheimer's disease transgenic mice us,21255656,1623,1.75,1602,87%,2011,NEUROIMAGE
Top-down modulation of ventral occipito-temporal responses during visual word recognition,21232615,1624,1.75,1602,87%,2011,NEUROIMAGE
Accuracy and precision of pseudo-continuous arterial spin labeling perfusion during baseline and hyp,24531046,1625,1.75,1602,87%,2014,NEUROIMAGE
Structural degree predicts functional network connectivity: A multimodal resting-state fMRI and MEG,24769185,1626,1.75,1602,87%,2014,NEUROIMAGE
Resting state functional connectivity and treatment response in late-life depression,24144505,1627,1.741654572,1627,87%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Identifying major depressive disorder using Hurst exponent of resting-state brain networks,24113289,1628,1.741654572,1627,87%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Spatial extent of oxygen metabolism and hemodynamic changes during functional activation of the rat,15925522,1629,1.74,1629,87%,2005,NEUROIMAGE
Is the P300 wave an endophenotype for schizophrenia? A meta-analysis and a family study,16009570,1630,1.74,1629,87%,2005,NEUROIMAGE
The amplitude of the resting-state fMRI global signal is related to EEG vigilance measures,23899724,1631,1.74,1629,87%,2013,NEUROIMAGE
"Searchlight analysis: Promise, pitfalls, and potential",23558106,1632,1.74,1629,87%,2013,NEUROIMAGE
"Sex differences in thickness, and folding developments throughout the cortex",23721724,1633,1.74,1629,87%,2013,NEUROIMAGE
"Apathy, depression, and motor symptoms have distinct and separable resting activity patterns in idio",21782030,1634,1.74,1629,87%,2013,NEUROIMAGE
Functional interactions between intrinsic brain activity and behavior,23643921,1635,1.74,1629,87%,2013,NEUROIMAGE
Network-level reorganisation of functional connectivity following arm amputation,25776216,1636,1.74,1629,87%,2015,NEUROIMAGE
Lateralization of resting state networks and relationship to age and gender,25241084,1637,1.74,1629,87%,2015,NEUROIMAGE
Functional magnetic resonance imaging studies of eye movements in first episode schizophrenia: Smoot,16571373,1638,1.736334405,1638,87%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Extratemporal functional connectivity impairments at rest are related to memory performance in mesia,22505284,1639,1.73,1639,87%,2013,HUMAN BRAIN MAPPING
Striatal dopamine D-2/D-3 receptor binding in pathological gambling is correlated with mood-related,22776462,1640,1.73,1639,87%,2012,NEUROIMAGE
Inferring task-related networks using independent component analysis in magnetoencephalography,22569064,1641,1.73,1639,87%,2012,NEUROIMAGE
A typical involvement of frontostriatal systems during sensorimotor control in autism,17913474,1642,1.722158439,1642,87%,2007,PSYCHIATRY RESEARCH-NEUROIMAGING
Amygdala reactivity to emotional faces at high and low intensity in generalized social phobia: A 4-T,17097275,1643,1.722158439,1642,87%,2007,PSYCHIATRY RESEARCH-NEUROIMAGING
DEM: A variational treatment of dynamic systems,18434205,1644,1.72,1644,86%,2008,NEUROIMAGE
Kinetic analysis in healthy humans of a novel positron emission tomography radioligand to image the,18093844,1645,1.72,1644,86%,2008,NEUROIMAGE
Voxel-based cortical thickness measurements in MRI,18325790,1646,1.72,1644,86%,2008,NEUROIMAGE
Sucrose activates human taste pathways differently from artificial sweetener,18096409,1647,1.72,1644,86%,2008,NEUROIMAGE
Distinguishing specific sexual and general emotional effects in fMRI - Subcortical and cortical arou,18329905,1648,1.72,1644,86%,2008,NEUROIMAGE
Avascular anatomical network model of the spatio-temporal response to brain activation,18289880,1649,1.72,1644,86%,2008,NEUROIMAGE
"fMRI at 1.5, 3 and 7 T: Characterising BOLD signal changes",19446641,1650,1.72,1644,86%,2009,NEUROIMAGE
Cortical midline involvement in autobiographical memory,18973817,1651,1.72,1644,86%,2009,NEUROIMAGE
A modified damped Richardson-Lucy algorithm to reduce isotropic background effects in spherical deco,19781650,1652,1.72,1644,86%,2010,NEUROIMAGE
Regional gray matter volume of dopaminergic system associate with creativity: Evidence from voxel-ba,20226253,1653,1.72,1644,86%,2010,NEUROIMAGE
Human brain connectivity during single and paired pulse transcranial magnetic stimulation,20682352,1654,1.72,1644,86%,2011,NEUROIMAGE
The neural signature of orthographic-phonological binding in successful and failing reading developm,21056673,1655,1.72,1644,86%,2011,NEUROIMAGE
A theoretical framework for estimating cerebral oxygen metabolism changes using the calibrated-BOLD,21669292,1656,1.72,1644,86%,2011,NEUROIMAGE
Age-related alterations in the modular organization of structural cortical network by using cortical,21238595,1657,1.72,1644,86%,2011,NEUROIMAGE
Error-related medial frontal theta activity predicts cingulate-related structural connectivity,21195774,1658,1.72,1644,86%,2011,NEUROIMAGE
Instantaneous and causal connectivity in resting state brain networks derived from functional MRI da,20850549,1659,1.72,1644,86%,2011,NEUROIMAGE
Impaired attention and network connectivity in childhood absence epilepsy,21421063,1660,1.72,1644,86%,2011,NEUROIMAGE
A multimodal imaging study in US veterans of Operations Iraqi and Enduring Freedom with and without,20451622,1661,1.72,1644,86%,2011,NEUROIMAGE
"Robust, accurate and fast automatic segmentation of the spinal cord",24780696,1662,1.72,1644,86%,2014,NEUROIMAGE
Mapping mean axon diameter and axonal volume fraction by MRI using temporal diffusion spectroscopy,25225002,1663,1.72,1644,86%,2014,NEUROIMAGE
Development of a high angular resolution diffusion imaging human brain template,24440528,1664,1.72,1644,86%,2014,NEUROIMAGE
Selection and stopping in voluntary action: A meta-analysis and combined fMRI study,24128740,1665,1.72,1644,86%,2014,NEUROIMAGE
Anatomical and functional correlates of human hippocampal volume asymmetry,22285719,1666,1.719197708,1666,86%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Heritability of Regional and Global Brain Structure at the Onset of Puberty: A Magnetic Resonance Im,19294640,1667,1.71,1667,86%,2009,HUMAN BRAIN MAPPING
Neural Representation of Abstract and Concrete Concepts: A Meta-Analysis of Neuroimaging Studies,20108224,1668,1.71,1667,86%,2010,HUMAN BRAIN MAPPING
Event-Related Potential and Functional MRI Measures of Face-Selectivity are Highly Correlated: A Sim,20127870,1669,1.71,1667,86%,2010,HUMAN BRAIN MAPPING
Assessment of White Matter Tract Damage in Mild Cognitive Impairment and Alzheimer's Disease,20162601,1670,1.71,1667,86%,2010,HUMAN BRAIN MAPPING
Detection and Localization of Hippocampal Activity Using Beamformers with MEG: A Detailed Investigat,21484951,1671,1.71,1667,86%,2011,HUMAN BRAIN MAPPING
Degeneration of corpus callosum and recovery of motor function after stroke: A multimodal magnetic r,22020952,1672,1.71,1667,86%,2012,HUMAN BRAIN MAPPING
Effects of morphine and alcohol on functional brain connectivity during resting state: A placebo-con,21391283,1673,1.71,1667,86%,2012,HUMAN BRAIN MAPPING
Altered Resting-State Connectivity in Huntington's Disease,23982979,1674,1.71,1667,86%,2014,HUMAN BRAIN MAPPING
Resting State Connectivity of the Bed Nucleus of the Stria Terminalis at Ultra-High Field,26178381,1675,1.71,1667,86%,2015,HUMAN BRAIN MAPPING
Oxytocin Selectively Facilitates Learning with Social Feedback and Increases Activity and Functional,25664702,1677,1.71,1667,86%,2015,HUMAN BRAIN MAPPING
Localization bias and spatial resolution of adaptive and non-adaptive spatial filters for MEG source,15850724,1678,1.71,1667,86%,2005,NEUROIMAGE
Dysfunctional action monitoring hyperactivates frontal-striatal circuits in obsessive-compulsive dis,15627591,1679,1.71,1667,86%,2005,NEUROIMAGE
Neural mechanisms involved in error processing: A comparison of errors made with and without awarene,16024258,1680,1.71,1667,86%,2005,NEUROIMAGE
Who did what to whom? The neural basis of argument hierarchies during language comprehension,15862222,1681,1.71,1667,86%,2005,NEUROIMAGE
Abnormal deep grey matter development following preterm birth detected using deformation-based morph,16675269,1682,1.71,1667,86%,2006,NEUROIMAGE
Cerebral pathways in processing of affective prosody: A dynamic causal modeling study,16275138,1683,1.71,1667,86%,2006,NEUROIMAGE
Sustained decrease in oxygenated hemoglobin during video games in the dorsal prefrontal cortex: A NI,16230030,1684,1.71,1667,86%,2006,NEUROIMAGE
Neural responses to non-native phonemes varying in producibility: Evidence for the sensorimotor natu,16919478,1685,1.71,1667,86%,2006,NEUROIMAGE
Song and speech: Brain regions involved with perception and covert production,16546406,1686,1.71,1667,86%,2006,NEUROIMAGE
Dynamic causal modelling of evoked responses in EEG/MEG with lead field parameterization,16490364,1688,1.71,1667,86%,2006,NEUROIMAGE
Neural pathways link social support to attenuated neuroendocrine stress responses,17395493,1689,1.71,1667,86%,2007,NEUROIMAGE
The relationship between motor deficit and hemisphere activation balance after stroke: A 3T fMRI stu,17045490,1690,1.71,1667,86%,2007,NEUROIMAGE
Attention alters neural responses to evocative faces in behaviorally inhibited adolescents,17376704,1691,1.71,1667,86%,2007,NEUROIMAGE
Multivariate voxel-based morphometry successfully differentiates schizophrenia patients from healthy,17045492,1692,1.71,1667,86%,2007,NEUROIMAGE
Symmetrical event-related EEG/fMRI information fusion in a variational Bayesian framework,17408972,1693,1.71,1667,86%,2007,NEUROIMAGE
Connectivity-based fixel enhancement: Whole-brain statistical analysis of diffusion MRI measures in,26004503,1694,1.71,1667,86%,2015,NEUROIMAGE
Diurnal fluctuations in brain volume: Statistical analyses of MRI from large populations,26049148,1695,1.71,1667,86%,2015,NEUROIMAGE
"Optogenetic fMRI reveals distinct, frequency-dependent networks recruited by dorsal and intermediate",25462689,1696,1.71,1667,86%,2015,NEUROIMAGE
Functional MRI study of brain activation alterations in patients with obsessive-compulsive disorder,18667293,1697,1.708358755,1697,86%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Reduced caudate gray matter volume in women with major depressive disorder,18930633,1698,1.708358755,1697,86%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Magnetic resonance study of the influence of tissue damage and cortical reorganization on PASAT perf,15543553,1699,1.7,1699,86%,2005,HUMAN BRAIN MAPPING
Estimation of functional connectivity in fMRI data using stability selection-based sparse partial co,22155039,1701,1.7,1699,86%,2012,NEUROIMAGE
"Human Connectome Project informatics: Quality control, database services, and data visualization",23707591,1702,1.7,1699,86%,2013,NEUROIMAGE
Subregions of the human superior frontal gyrus and their connections,23587692,1703,1.7,1699,86%,2013,NEUROIMAGE
The effects of elevated endogenous GABA levels on movement-related network oscillations,23110884,1704,1.7,1699,86%,2013,NEUROIMAGE
Multispectral Opto-acoustic Tomography (MSOT) of the Brain and Glioblastoma Characterization,23026761,1705,1.7,1699,86%,2013,NEUROIMAGE
A segmentation protocol and MRI atlas of the C57BL/6J mouse neocortex,23587687,1706,1.7,1699,86%,2013,NEUROIMAGE
Describing functional diversity of brain regions and brain networks,23396162,1707,1.7,1699,86%,2013,NEUROIMAGE
Synchronizing with auditory and visual rhythms: An fMRI assessment of modality differences and modal,23207574,1708,1.7,1699,86%,2013,NEUROIMAGE
Complex pattern of cortical thinning in schizophrenia: Results from an automated surface based analy,20418074,1709,1.694915254,1709,86%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Poor decision-making by chronic marijuana users is associated with decreased functional responsivene,21145211,1710,1.691331924,1710,86%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Cerebral blood flow changes associated with different meditation practices and perceived depth of me,21145215,1711,1.691331924,1710,86%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
"Early-life stress, corpus callosum development, hippocampal volumetrics, and anxious behavior in mal",21377844,1712,1.691331924,1710,86%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Abnormal regional homogeneity in young adult suicide attempters with no diagnosable psychiatric diso,25496980,1713,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Widespread white matter tract aberrations in youth with familial risk for bipolar disorder,25779034,1714,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Volume and shape analysis of subcortical brain structures and ventricles in euthymic bipolar I disor,26254541,1715,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Neural correlates of response inhibition in children with attention-deficit/hyperactivity disorder:,26195296,1716,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
"PBMC telomerase activity, but not leukocyte telomere length, correlates with hippocampal volume in m",25773002,1717,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Brain white matter microstructure in deficit and non-deficit subtypes of schizophrenia,25649975,1718,1.690140845,1713,86%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Ventral striatal prediction error signaling is associated with dopamine synthesis capacity and fluid,22344813,1719,1.69,1719,86%,2013,HUMAN BRAIN MAPPING
"T-1 weighted brain images at 7 Tesla unbiased for Proton Density, T-2* contrast and RF coil receive",19233292,1720,1.69,1719,86%,2009,NEUROIMAGE
"Relationship between respiration, end-tidal CO2, and BOLD signals in resting-state fMRI",19393322,1721,1.69,1719,86%,2009,NEUROIMAGE
Individual differences in some (but not all) medial prefrontal regions reflect cognitive demand whil,19486944,1722,1.69,1719,86%,2009,NEUROIMAGE
A distributed spatio-temporal EEG/MEG inverse solver,18603008,1723,1.69,1719,86%,2009,NEUROIMAGE
On the origin of the MR image phase contrast: An in vivo MR microscopy study of the rat brain at 14.,19254768,1724,1.69,1719,86%,2009,NEUROIMAGE
Neural mechanisms of the influence of popularity on adolescent ratings of music,19879365,1725,1.69,1719,86%,2010,NEUROIMAGE
Slice-timing effects and their correction in functional MRI,21757015,1726,1.69,1719,86%,2011,NEUROIMAGE
A novel approach to the human connectome: Ultra-high resolution mapping of fiber tracts in the brain,20832489,1727,1.69,1719,86%,2011,NEUROIMAGE
Generalised filtering and stochastic DCM for fMRI,21310247,1728,1.69,1719,86%,2011,NEUROIMAGE
AddNeuroMed and ADNI: Similar patterns of Alzheimer's atrophy and automated MRI classification accur,21763442,1729,1.69,1719,86%,2011,NEUROIMAGE
Cortico-striatal connectivity and cognition in normal aging: A combined DTI and resting state fMRI s,21073962,1730,1.69,1719,86%,2011,NEUROIMAGE
Manual activity shapes structure and function in contralateral human motor hand area,20708692,1731,1.69,1719,86%,2011,NEUROIMAGE
Overall Brain Connectivity Maps Show Cortico-Subcortical Abnormalities in Schizophrenia,20225222,1732,1.68,1732,86%,2010,HUMAN BRAIN MAPPING
Global and focal white matter integrity in breast cancer survivors 20 years after adjuvant chemother,23281152,1733,1.68,1732,86%,2014,HUMAN BRAIN MAPPING
White Matter Development and Early Cognition in Babies and Toddlers,24578096,1734,1.68,1732,86%,2014,HUMAN BRAIN MAPPING
Hierarchical Fusion of Features and Classifier Decisions for Alzheimer's Disease Diagnosis,23417832,1735,1.68,1732,86%,2014,HUMAN BRAIN MAPPING
A Direct Amygdala-Motor Pathway for Emotional Displays to Influence Action: A Diffusion Tensor Imagi,25053375,1736,1.68,1732,86%,2014,HUMAN BRAIN MAPPING
Oxytocin Facilitates the Sensation of Social Stress,24659430,1737,1.68,1732,86%,2014,HUMAN BRAIN MAPPING
Neural correlates of superior intelligence: Stronger recruitment of posterior parietal cortex,16122946,1738,1.68,1732,86%,2006,NEUROIMAGE
How specifically do we learn? Imaging the learning of multiplication and subtraction,16413795,1739,1.68,1732,86%,2006,NEUROIMAGE
A combined bootstrap/histogram analysis approach for computing a lateralization index from neuroimag,16938470,1740,1.68,1732,86%,2006,NEUROIMAGE
Neuroanatomical dissociation between bottom-up and top-down processes of visuospatial selective atte,16757180,1741,1.68,1732,86%,2006,NEUROIMAGE
Functional imaging of working memory following normal sleep and after 24 and 35 h of sleep deprivati,16427321,1742,1.68,1732,86%,2006,NEUROIMAGE
Parietal and superior frontal visuospatial maps activated by pointing and saccades,17376706,1743,1.68,1732,86%,2007,NEUROIMAGE
A novel tensor distribution model for the diffusion-weighted MR signal,17570683,1744,1.68,1732,86%,2007,NEUROIMAGE
Temporal dynamics of basal ganglia response and connectivity during verbal working memory,17175179,1745,1.68,1732,86%,2007,NEUROIMAGE
Abnormal brain connectivity in first-episode psychosis: A diffusion MRI tractography study of the co,17275337,1746,1.68,1732,86%,2007,NEUROIMAGE
Bayesian decoding of brain images,17919928,1747,1.68,1732,86%,2008,NEUROIMAGE
Action word meaning representations in cytoarchitectonically defined primary and premotor cortices,18786644,1748,1.68,1732,86%,2008,NEUROIMAGE
Accurate prediction of V1 location from cortical folds in a surface coordinate system,18055222,1749,1.68,1732,86%,2008,NEUROIMAGE
Changes in activity of striato-thalamo-cortical network precede generalized spike wave discharges,18082429,1750,1.68,1732,86%,2008,NEUROIMAGE
Neural correlates of envisioning emotional events in the near and far future,18164213,1751,1.68,1732,86%,2008,NEUROIMAGE
The eye as a window to the listening brain: Neural correlates of pupil size as a measure of cognitiv,24999040,1752,1.68,1732,86%,2014,NEUROIMAGE
Optical imaging of disrupted functional connectivity following ischemic stroke in mice,24862071,1753,1.68,1732,86%,2014,NEUROIMAGE
Neural correlates of experimentally induced flow experiences,23959200,1754,1.68,1732,86%,2014,NEUROIMAGE
Detection and mapping of hippocampal abnormalities in autism,17056234,1755,1.672025723,1755,86%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Prefrontal dysfunction in schizophrenia controlling for COMT Val(158)Met genotype and working memory,17707347,1756,1.672025723,1755,86%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
